bib,name,status,category,sex,country,Hell-Bourg,Merles,Sen. Scout,Aurère,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,La Vigie,St Denis
3281,Curtis Stephen Philippe CHINAYA,FINISHER,M3 H,MALE,MU,2025-10-17T01:09:59.000+04:00,2025-10-17T04:43:44.000+04:00,2025-10-17T05:17:57.000+04:00,2025-10-17T07:07:28.000+04:00,2025-10-17T08:29:08.000+04:00,2025-10-17T10:30:58.000+04:00,2025-10-17T11:06:41.000+04:00,2025-10-17T13:06:50.000+04:00,2025-10-17T14:56:20.000+04:00,2025-10-17T17:09:59.000+04:00,2025-10-17T17:47:43.000+04:00,2025-10-17T18:21:10.000+04:00
3416,Sébastien FILLIETTE,FINISHER,M3 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:54:18.000+04:00,2025-10-17T05:17:59.000+04:00,2025-10-17T06:59:06.000+04:00,2025-10-17T08:16:00.000+04:00,2025-10-17T10:10:20.000+04:00,2025-10-17T10:41:20.000+04:00,2025-10-17T12:41:22.000+04:00,2025-10-17T14:41:22.000+04:00,2025-10-17T17:10:44.000+04:00,2025-10-17T17:51:25.000+04:00,2025-10-17T18:22:13.000+04:00
3096,Magali POIRIER,FINISHER,M1 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:11:05.000+04:00,2025-10-17T04:46:58.000+04:00,2025-10-17T06:52:38.000+04:00,2025-10-17T08:25:15.000+04:00,2025-10-17T10:11:19.000+04:00,2025-10-17T10:48:31.000+04:00,2025-10-17T12:43:07.000+04:00,2025-10-17T15:08:33.000+04:00,2025-10-17T17:17:12.000+04:00,2025-10-17T17:51:47.000+04:00,2025-10-17T18:22:50.000+04:00
4292,Tanguy VARESCO,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:29:36.000+04:00,2025-10-17T04:55:37.000+04:00,2025-10-17T06:38:00.000+04:00,2025-10-17T07:42:51.000+04:00,2025-10-17T09:20:59.000+04:00,2025-10-17T09:46:59.000+04:00,2025-10-17T11:42:48.000+04:00,2025-10-17T13:14:21.000+04:00,2025-10-17T15:33:16.000+04:00,2025-10-17T16:54:49.000+04:00,2025-10-17T18:24:22.000+04:00
3831,Alexandre HOUSMANS,FINISHER,SE H,MALE,BE,2025-10-17T00:59:59.000+04:00,2025-10-17T03:56:50.000+04:00,2025-10-17T04:34:31.000+04:00,2025-10-17T06:12:00.000+04:00,2025-10-17T07:36:35.000+04:00,2025-10-17T09:21:19.000+04:00,2025-10-17T09:51:52.000+04:00,2025-10-17T12:02:13.000+04:00,2025-10-17T14:06:41.000+04:00,2025-10-17T16:42:18.000+04:00,2025-10-17T17:40:05.000+04:00,2025-10-17T18:24:52.000+04:00
3043,Kevin CLAIN,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:27:31.000+04:00,2025-10-17T04:55:24.000+04:00,2025-10-17T06:33:49.000+04:00,2025-10-17T07:39:32.000+04:00,2025-10-17T09:29:38.000+04:00,2025-10-17T09:59:41.000+04:00,2025-10-17T12:04:03.000+04:00,2025-10-17T14:36:51.000+04:00,2025-10-17T17:06:41.000+04:00,2025-10-17T17:51:23.000+04:00,2025-10-17T18:25:35.000+04:00
4165,Yann TURPIN,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:42:45.000+04:00,2025-10-17T05:15:27.000+04:00,2025-10-17T06:54:23.000+04:00,2025-10-17T08:14:32.000+04:00,2025-10-17T10:06:55.000+04:00,2025-10-17T10:35:02.000+04:00,2025-10-17T12:23:55.000+04:00,2025-10-17T14:30:10.000+04:00,2025-10-17T17:01:34.000+04:00,2025-10-17T17:53:22.000+04:00,2025-10-17T18:25:36.000+04:00
3372,Marie Christelle RAVINA,FINISHER,M1 F,FEMALE,MU,2025-10-17T01:09:59.000+04:00,2025-10-17T04:37:23.000+04:00,2025-10-17T05:07:53.000+04:00,2025-10-17T06:54:29.000+04:00,2025-10-17T08:08:14.000+04:00,2025-10-17T10:08:08.000+04:00,2025-10-17T10:49:34.000+04:00,2025-10-17T12:45:05.000+04:00,2025-10-17T14:47:08.000+04:00,2025-10-17T17:03:31.000+04:00,2025-10-17T17:43:56.000+04:00,2025-10-17T18:26:30.000+04:00
4297,Steeve CHONVILLE,FINISHER,M1 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:51:36.000+04:00,2025-10-17T05:27:31.000+04:00,2025-10-17T07:05:53.000+04:00,2025-10-17T08:24:08.000+04:00,2025-10-17T10:22:17.000+04:00,2025-10-17T10:49:40.000+04:00,2025-10-17T13:12:00.000+04:00,2025-10-17T14:51:42.000+04:00,2025-10-17T17:12:36.000+04:00,2025-10-17T17:54:01.000+04:00,2025-10-17T18:26:47.000+04:00
4078,Fabio FINIGUERNY,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:16:35.000+04:00,2025-10-17T04:47:14.000+04:00,2025-10-17T06:33:34.000+04:00,2025-10-17T07:43:20.000+04:00,2025-10-17T09:37:09.000+04:00,2025-10-17T10:09:07.000+04:00,2025-10-17T12:04:00.000+04:00,2025-10-17T14:30:15.000+04:00,2025-10-17T17:11:39.000+04:00,2025-10-17T17:53:58.000+04:00,2025-10-17T18:26:53.000+04:00
3679,Faustine DOMEC,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:24:04.000+04:00,2025-10-17T04:55:10.000+04:00,2025-10-17T06:44:19.000+04:00,2025-10-17T08:02:22.000+04:00,2025-10-17T09:56:14.000+04:00,2025-10-17T10:27:49.000+04:00,2025-10-17T12:36:37.000+04:00,2025-10-17T14:47:18.000+04:00,2025-10-17T17:07:09.000+04:00,2025-10-17T17:51:21.000+04:00,2025-10-17T18:27:56.000+04:00
3712,Christophe BOUIS,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:03:47.000+04:00,2025-10-17T04:38:16.000+04:00,2025-10-17T06:25:47.000+04:00,2025-10-17T07:39:09.000+04:00,2025-10-17T09:22:35.000+04:00,2025-10-17T09:54:03.000+04:00,2025-10-17T11:57:20.000+04:00,2025-10-17T14:10:16.000+04:00,2025-10-17T17:02:59.000+04:00,2025-10-17T17:50:51.000+04:00,2025-10-17T18:28:56.000+04:00
3614,Antoine SIMON,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:50:48.000+04:00,2025-10-17T04:14:04.000+04:00,2025-10-17T05:53:54.000+04:00,2025-10-17T07:10:48.000+04:00,2025-10-17T08:58:58.000+04:00,2025-10-17T09:31:11.000+04:00,2025-10-17T11:31:09.000+04:00,2025-10-17T13:56:09.000+04:00,2025-10-17T16:55:29.000+04:00,2025-10-17T17:43:48.000+04:00,2025-10-17T18:30:04.000+04:00
3593,Rodolphe FONTANO,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:03:14.000+04:00,2025-10-17T04:30:21.000+04:00,2025-10-17T06:18:56.000+04:00,2025-10-17T07:44:08.000+04:00,2025-10-17T09:43:27.000+04:00,2025-10-17T10:31:18.000+04:00,2025-10-17T12:36:26.000+04:00,2025-10-17T14:28:50.000+04:00,2025-10-17T17:00:08.000+04:00,2025-10-17T17:51:23.000+04:00,2025-10-17T18:31:39.000+04:00
3977,Xavier LASNE,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:27:28.000+04:00,2025-10-17T04:57:53.000+04:00,2025-10-17T06:44:06.000+04:00,2025-10-17T07:55:56.000+04:00,2025-10-17T09:45:24.000+04:00,2025-10-17T10:16:11.000+04:00,2025-10-17T12:23:13.000+04:00,2025-10-17T14:34:31.000+04:00,2025-10-17T17:04:14.000+04:00,2025-10-17T17:43:59.000+04:00,2025-10-17T18:32:45.000+04:00
3072,Sandra CAILLET-BOIS,FINISHER,M3 F,FEMALE,CH,2025-10-17T00:59:59.000+04:00,2025-10-17T04:15:33.000+04:00,2025-10-17T04:43:12.000+04:00,2025-10-17T06:33:06.000+04:00,2025-10-17T07:53:12.000+04:00,2025-10-17T09:44:16.000+04:00,,2025-10-17T12:18:41.000+04:00,2025-10-17T14:23:57.000+04:00,2025-10-17T16:55:57.000+04:00,2025-10-17T17:46:57.000+04:00,2025-10-17T18:33:31.000+04:00
4111,Kevin MARIE,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:23:14.000+04:00,2025-10-17T04:50:05.000+04:00,2025-10-17T06:34:52.000+04:00,2025-10-17T08:03:08.000+04:00,2025-10-17T10:09:30.000+04:00,2025-10-17T10:41:43.000+04:00,2025-10-17T12:44:14.000+04:00,2025-10-17T14:51:40.000+04:00,2025-10-17T17:22:49.000+04:00,2025-10-17T17:58:55.000+04:00,2025-10-17T18:33:32.000+04:00
3045,Jean-Paul GUÉRIN,FINISHER,M4 H,MALE,CH,2025-10-17T01:09:59.000+04:00,2025-10-17T04:15:45.000+04:00,2025-10-17T04:46:39.000+04:00,2025-10-17T06:36:02.000+04:00,2025-10-17T07:53:10.000+04:00,2025-10-17T09:44:25.000+04:00,2025-10-17T10:17:06.000+04:00,2025-10-17T12:18:41.000+04:00,2025-10-17T14:24:09.000+04:00,2025-10-17T16:54:04.000+04:00,2025-10-17T17:46:59.000+04:00,2025-10-17T18:33:42.000+04:00
3037,Vincent ESBORRAT,FINISHER,M4 H,MALE,CH,2025-10-17T00:59:59.000+04:00,2025-10-17T04:16:06.000+04:00,2025-10-17T04:43:31.000+04:00,2025-10-17T06:33:12.000+04:00,2025-10-17T07:53:14.000+04:00,2025-10-17T09:44:25.000+04:00,2025-10-17T10:17:08.000+04:00,2025-10-17T12:20:17.000+04:00,2025-10-17T14:24:49.000+04:00,2025-10-17T16:55:54.000+04:00,2025-10-17T17:47:02.000+04:00,2025-10-17T18:33:53.000+04:00
3601,Aline FONTAINE,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:41:17.000+04:00,2025-10-17T05:06:55.000+04:00,2025-10-17T06:50:57.000+04:00,2025-10-17T07:55:51.000+04:00,2025-10-17T09:45:52.000+04:00,2025-10-17T10:16:55.000+04:00,2025-10-17T12:41:51.000+04:00,2025-10-17T14:29:37.000+04:00,2025-10-17T17:00:30.000+04:00,2025-10-17T17:47:51.000+04:00,2025-10-17T18:34:20.000+04:00
3276,Francois MANNESSIER,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:07:15.000+04:00,2025-10-17T04:45:22.000+04:00,2025-10-17T06:26:29.000+04:00,2025-10-17T07:50:56.000+04:00,2025-10-17T09:39:13.000+04:00,2025-10-17T10:13:23.000+04:00,2025-10-17T12:44:52.000+04:00,2025-10-17T14:37:58.000+04:00,2025-10-17T17:10:49.000+04:00,2025-10-17T17:57:13.000+04:00,2025-10-17T18:34:21.000+04:00
3699,Priscilla VERHULST,FINISHER,M3 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:07:14.000+04:00,2025-10-17T04:45:37.000+04:00,2025-10-17T06:26:25.000+04:00,2025-10-17T07:50:53.000+04:00,2025-10-17T09:39:11.000+04:00,2025-10-17T10:13:12.000+04:00,2025-10-17T12:44:47.000+04:00,2025-10-17T14:37:43.000+04:00,2025-10-17T17:10:24.000+04:00,2025-10-17T17:57:12.000+04:00,2025-10-17T18:34:21.000+04:00
4233,Amandine MEERSSEMAN,FINISHER,SE F,FEMALE,BE,2025-10-17T01:09:59.000+04:00,2025-10-17T04:33:40.000+04:00,2025-10-17T05:07:30.000+04:00,2025-10-17T06:57:37.000+04:00,2025-10-17T08:13:47.000+04:00,2025-10-17T10:22:56.000+04:00,2025-10-17T10:53:05.000+04:00,2025-10-17T12:52:10.000+04:00,2025-10-17T14:37:39.000+04:00,2025-10-17T17:17:41.000+04:00,2025-10-17T17:57:31.000+04:00,2025-10-17T18:34:24.000+04:00
4345,Hugo GHAZI,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:10:31.000+04:00,2025-10-17T04:34:52.000+04:00,2025-10-17T06:10:55.000+04:00,2025-10-17T07:18:20.000+04:00,2025-10-17T09:02:33.000+04:00,2025-10-17T09:31:21.000+04:00,2025-10-17T11:53:29.000+04:00,2025-10-17T13:52:33.000+04:00,2025-10-17T16:53:44.000+04:00,2025-10-17T17:53:18.000+04:00,2025-10-17T18:34:36.000+04:00
3020,Stephane HEBRE,FINISHER,M3 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:02:04.000+04:00,2025-10-17T04:28:55.000+04:00,2025-10-17T06:14:02.000+04:00,2025-10-17T07:26:41.000+04:00,2025-10-17T09:09:46.000+04:00,2025-10-17T09:42:01.000+04:00,2025-10-17T11:59:07.000+04:00,2025-10-17T14:20:42.000+04:00,2025-10-17T17:10:20.000+04:00,2025-10-17T17:57:21.000+04:00,2025-10-17T18:35:06.000+04:00
3789,Geoffrey GAZE,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:59:50.000+04:00,2025-10-17T04:25:32.000+04:00,2025-10-17T06:04:25.000+04:00,2025-10-17T07:11:31.000+04:00,2025-10-17T09:02:54.000+04:00,2025-10-17T09:37:23.000+04:00,2025-10-17T11:45:23.000+04:00,2025-10-17T14:33:49.000+04:00,2025-10-17T17:11:11.000+04:00,2025-10-17T17:59:10.000+04:00,2025-10-17T18:35:19.000+04:00
4132,Jonas CUDENNEC,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:12:46.000+04:00,2025-10-17T04:45:34.000+04:00,2025-10-17T06:41:01.000+04:00,2025-10-17T08:06:46.000+04:00,2025-10-17T10:12:14.000+04:00,2025-10-17T10:44:22.000+04:00,2025-10-17T12:48:21.000+04:00,2025-10-17T14:58:17.000+04:00,2025-10-17T17:19:17.000+04:00,2025-10-17T18:00:22.000+04:00,2025-10-17T18:35:20.000+04:00
3840,Clotilde GONNAUD,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:29:57.000+04:00,2025-10-17T05:03:11.000+04:00,2025-10-17T06:45:28.000+04:00,2025-10-17T08:14:34.000+04:00,2025-10-17T10:13:00.000+04:00,2025-10-17T10:48:08.000+04:00,2025-10-17T12:53:44.000+04:00,2025-10-17T14:55:55.000+04:00,2025-10-17T17:16:03.000+04:00,2025-10-17T17:58:43.000+04:00,2025-10-17T18:35:51.000+04:00
4320,Xavier PRUD’HOMME,FINISHER,M1 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:26:03.000+04:00,2025-10-17T04:53:52.000+04:00,2025-10-17T06:37:46.000+04:00,2025-10-17T07:47:59.000+04:00,2025-10-17T09:37:47.000+04:00,2025-10-17T10:05:51.000+04:00,2025-10-17T12:11:54.000+04:00,2025-10-17T14:26:52.000+04:00,2025-10-17T17:05:54.000+04:00,2025-10-17T18:00:43.000+04:00,2025-10-17T18:35:54.000+04:00
3783,Gilles-Alain CALAIS,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:33:44.000+04:00,2025-10-17T05:07:58.000+04:00,2025-10-17T07:01:54.000+04:00,2025-10-17T08:25:18.000+04:00,2025-10-17T10:26:36.000+04:00,2025-10-17T11:01:01.000+04:00,2025-10-17T12:58:32.000+04:00,2025-10-17T15:05:52.000+04:00,2025-10-17T17:23:02.000+04:00,2025-10-17T18:03:17.000+04:00,2025-10-17T18:36:40.000+04:00
4166,Matthieu BLANC,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:27:16.000+04:00,2025-10-17T04:51:05.000+04:00,2025-10-17T06:31:15.000+04:00,2025-10-17T07:40:30.000+04:00,2025-10-17T09:26:39.000+04:00,2025-10-17T10:00:53.000+04:00,2025-10-17T12:30:05.000+04:00,2025-10-17T14:43:05.000+04:00,2025-10-17T17:00:48.000+04:00,2025-10-17T18:02:47.000+04:00,2025-10-17T18:36:45.000+04:00
3543,Mathilde PERRIOT,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:37:54.000+04:00,2025-10-17T05:10:18.000+04:00,2025-10-17T06:56:08.000+04:00,2025-10-17T08:24:02.000+04:00,2025-10-17T10:13:44.000+04:00,2025-10-17T10:52:46.000+04:00,2025-10-17T13:23:52.000+04:00,2025-10-17T15:00:36.000+04:00,2025-10-17T17:18:21.000+04:00,2025-10-17T18:00:45.000+04:00,2025-10-17T18:36:48.000+04:00
3577,Jean Jacques LE COEUR,FINISHER,M6 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:07:58.000+04:00,2025-10-17T04:32:10.000+04:00,2025-10-17T06:13:37.000+04:00,2025-10-17T07:37:20.000+04:00,2025-10-17T09:24:52.000+04:00,2025-10-17T09:53:51.000+04:00,2025-10-17T12:05:35.000+04:00,2025-10-17T14:31:36.000+04:00,2025-10-17T17:13:18.000+04:00,2025-10-17T17:57:43.000+04:00,2025-10-17T18:37:45.000+04:00
4427,Jean-François CARLE,FINISHER,M6 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:31:56.000+04:00,2025-10-17T04:57:25.000+04:00,2025-10-17T06:45:43.000+04:00,2025-10-17T08:07:53.000+04:00,2025-10-17T10:02:45.000+04:00,2025-10-17T10:38:24.000+04:00,2025-10-17T12:56:30.000+04:00,2025-10-17T15:04:11.000+04:00,2025-10-17T17:24:30.000+04:00,2025-10-17T18:06:02.000+04:00,2025-10-17T18:38:19.000+04:00
4219,Gwladys LE COUEDIC,FINISHER,M1 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:39:31.000+04:00,2025-10-17T05:09:49.000+04:00,2025-10-17T07:01:36.000+04:00,2025-10-17T08:22:27.000+04:00,2025-10-17T10:25:58.000+04:00,2025-10-17T11:00:46.000+04:00,2025-10-17T13:00:07.000+04:00,2025-10-17T14:50:52.000+04:00,2025-10-17T17:16:48.000+04:00,2025-10-17T18:01:04.000+04:00,2025-10-17T18:38:44.000+04:00
3269,Jonathan CHOPARD,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:05:29.000+04:00,2025-10-17T04:54:10.000+04:00,2025-10-17T06:39:32.000+04:00,2025-10-17T07:55:42.000+04:00,2025-10-17T09:39:33.000+04:00,2025-10-17T10:10:29.000+04:00,2025-10-17T12:54:00.000+04:00,2025-10-17T14:48:47.000+04:00,2025-10-17T17:20:46.000+04:00,2025-10-17T18:04:20.000+04:00,2025-10-17T18:39:16.000+04:00
3821,Charly KERVINIO,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:42:55.000+04:00,2025-10-17T05:14:12.000+04:00,2025-10-17T07:02:31.000+04:00,2025-10-17T08:27:24.000+04:00,2025-10-17T10:12:09.000+04:00,2025-10-17T10:44:51.000+04:00,2025-10-17T12:52:50.000+04:00,2025-10-17T14:40:00.000+04:00,2025-10-17T17:01:43.000+04:00,2025-10-17T17:50:30.000+04:00,2025-10-17T18:39:55.000+04:00
3826,Mathilde SERIN GAILLARD,FINISHER,M0 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:53:15.000+04:00,2025-10-17T04:25:46.000+04:00,2025-10-17T06:24:30.000+04:00,2025-10-17T07:47:19.000+04:00,2025-10-17T09:38:24.000+04:00,2025-10-17T10:13:28.000+04:00,2025-10-17T12:18:51.000+04:00,2025-10-17T14:33:58.000+04:00,2025-10-17T17:06:22.000+04:00,2025-10-17T17:50:59.000+04:00,2025-10-17T18:40:16.000+04:00
4123,Frederique DUCLOY,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:24:43.000+04:00,2025-10-17T04:50:42.000+04:00,2025-10-17T06:31:05.000+04:00,2025-10-17T07:41:07.000+04:00,2025-10-17T09:22:13.000+04:00,2025-10-17T09:52:15.000+04:00,2025-10-17T11:53:33.000+04:00,2025-10-17T13:44:16.000+04:00,2025-10-17T17:07:27.000+04:00,2025-10-17T17:58:13.000+04:00,2025-10-17T18:40:41.000+04:00
4134,Paco LEVITRE,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:17:08.000+04:00,2025-10-17T03:34:16.000+04:00,2025-10-17T04:48:30.000+04:00,2025-10-17T05:44:46.000+04:00,2025-10-17T07:27:46.000+04:00,2025-10-17T08:04:49.000+04:00,2025-10-17T11:53:33.000+04:00,2025-10-17T13:44:06.000+04:00,2025-10-17T17:07:29.000+04:00,2025-10-17T17:58:18.000+04:00,2025-10-17T18:40:45.000+04:00
3305,Justine NOTTE,FINISHER,SE F,FEMALE,BE,2025-10-17T00:59:59.000+04:00,2025-10-17T04:01:09.000+04:00,2025-10-17T04:35:09.000+04:00,2025-10-17T06:31:12.000+04:00,2025-10-17T07:59:10.000+04:00,2025-10-17T09:41:54.000+04:00,2025-10-17T10:16:56.000+04:00,2025-10-17T12:20:32.000+04:00,2025-10-17T14:38:09.000+04:00,2025-10-17T17:04:20.000+04:00,2025-10-17T17:56:26.000+04:00,2025-10-17T18:41:03.000+04:00
3357,Harry PAYET,FINISHER,M1 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:18:22.000+04:00,2025-10-17T04:45:44.000+04:00,2025-10-17T06:24:04.000+04:00,2025-10-17T07:33:10.000+04:00,2025-10-17T09:26:12.000+04:00,2025-10-17T10:05:44.000+04:00,2025-10-17T12:22:29.000+04:00,2025-10-17T14:42:18.000+04:00,2025-10-17T17:12:30.000+04:00,2025-10-17T18:02:24.000+04:00,2025-10-17T18:41:08.000+04:00
4234,Camille SNOECK,FINISHER,SE F,FEMALE,BE,2025-10-17T00:59:59.000+04:00,2025-10-17T03:58:09.000+04:00,2025-10-17T04:27:22.000+04:00,2025-10-17T06:12:47.000+04:00,2025-10-17T07:27:02.000+04:00,2025-10-17T09:13:16.000+04:00,2025-10-17T09:44:04.000+04:00,2025-10-17T12:02:01.000+04:00,2025-10-17T14:17:13.000+04:00,2025-10-17T17:00:19.000+04:00,2025-10-17T17:50:31.000+04:00,2025-10-17T18:41:08.000+04:00
3634,Lindsay ANTONIO,FINISHER,M6 H,MALE,MU,2025-10-17T00:59:59.000+04:00,2025-10-17T04:10:39.000+04:00,2025-10-17T04:40:22.000+04:00,2025-10-17T06:34:30.000+04:00,2025-10-17T08:05:22.000+04:00,2025-10-17T09:57:07.000+04:00,2025-10-17T10:33:49.000+04:00,2025-10-17T12:39:32.000+04:00,2025-10-17T14:36:48.000+04:00,2025-10-17T17:08:11.000+04:00,2025-10-17T17:57:47.000+04:00,2025-10-17T18:41:27.000+04:00
3815,Frédéric LANTIN,FINISHER,M3 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:20:03.000+04:00,2025-10-17T04:46:32.000+04:00,2025-10-17T06:37:58.000+04:00,2025-10-17T07:54:00.000+04:00,2025-10-17T09:54:54.000+04:00,2025-10-17T10:26:52.000+04:00,2025-10-17T12:39:06.000+04:00,2025-10-17T14:55:30.000+04:00,2025-10-17T17:26:27.000+04:00,2025-10-17T18:06:51.000+04:00,2025-10-17T18:41:30.000+04:00
3652,Stanyslas BOUCHER,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:45:30.000+04:00,2025-10-17T05:16:13.000+04:00,2025-10-17T06:57:09.000+04:00,2025-10-17T08:24:10.000+04:00,2025-10-17T10:06:50.000+04:00,2025-10-17T10:35:50.000+04:00,2025-10-17T12:29:20.000+04:00,2025-10-17T14:10:22.000+04:00,2025-10-17T16:55:20.000+04:00,2025-10-17T17:50:32.000+04:00,2025-10-17T18:41:31.000+04:00
4013,François COLAS,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:08:57.000+04:00,2025-10-17T04:39:12.000+04:00,2025-10-17T06:24:55.000+04:00,2025-10-17T07:55:54.000+04:00,2025-10-17T09:55:04.000+04:00,2025-10-17T10:28:23.000+04:00,2025-10-17T12:48:07.000+04:00,2025-10-17T14:48:03.000+04:00,2025-10-17T17:07:39.000+04:00,2025-10-17T18:01:07.000+04:00,2025-10-17T18:41:34.000+04:00
3834,Leo FALLOURD,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:08:58.000+04:00,2025-10-17T04:38:38.000+04:00,2025-10-17T06:24:03.000+04:00,2025-10-17T07:53:34.000+04:00,2025-10-17T09:55:04.000+04:00,2025-10-17T10:28:26.000+04:00,2025-10-17T12:41:39.000+04:00,2025-10-17T14:48:00.000+04:00,2025-10-17T17:07:35.000+04:00,2025-10-17T18:00:59.000+04:00,2025-10-17T18:41:35.000+04:00
3291,Patrice RIBEAUCOURT,FINISHER,M5 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:06:43.000+04:00,2025-10-17T04:34:54.000+04:00,2025-10-17T06:23:15.000+04:00,2025-10-17T07:41:17.000+04:00,2025-10-17T09:42:15.000+04:00,2025-10-17T10:17:11.000+04:00,2025-10-17T12:57:56.000+04:00,2025-10-17T15:00:46.000+04:00,2025-10-17T17:27:27.000+04:00,2025-10-17T18:06:26.000+04:00,2025-10-17T18:42:06.000+04:00
3676,Margaux CUDOT,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:33:23.000+04:00,2025-10-17T04:57:25.000+04:00,2025-10-17T06:55:57.000+04:00,2025-10-17T08:31:18.000+04:00,2025-10-17T10:25:47.000+04:00,2025-10-17T10:55:02.000+04:00,2025-10-17T12:41:53.000+04:00,2025-10-17T14:56:00.000+04:00,2025-10-17T17:23:58.000+04:00,2025-10-17T18:06:31.000+04:00,2025-10-17T18:43:23.000+04:00
4298,Lucille LEW YAN FOON,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:52:53.000+04:00,2025-10-17T05:22:26.000+04:00,2025-10-17T07:04:17.000+04:00,2025-10-17T08:11:19.000+04:00,2025-10-17T10:09:35.000+04:00,2025-10-17T10:39:18.000+04:00,2025-10-17T13:06:11.000+04:00,2025-10-17T14:58:56.000+04:00,2025-10-17T17:15:05.000+04:00,2025-10-17T18:06:48.000+04:00,2025-10-17T18:44:50.000+04:00
3320,Jarosław ZIEMNIAK,FINISHER,M5 H,MALE,PL,2025-10-17T00:59:59.000+04:00,2025-10-17T04:09:55.000+04:00,2025-10-17T04:37:30.000+04:00,2025-10-17T06:20:16.000+04:00,2025-10-17T07:31:24.000+04:00,2025-10-17T09:25:22.000+04:00,2025-10-17T09:58:50.000+04:00,2025-10-17T12:10:44.000+04:00,2025-10-17T14:13:25.000+04:00,2025-10-17T16:56:33.000+04:00,2025-10-17T18:09:07.000+04:00,2025-10-17T18:45:13.000+04:00
4242,Julien BOULAY,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:31:52.000+04:00,2025-10-17T05:07:05.000+04:00,2025-10-17T06:50:08.000+04:00,2025-10-17T08:02:58.000+04:00,2025-10-17T09:55:24.000+04:00,2025-10-17T10:29:35.000+04:00,2025-10-17T12:39:37.000+04:00,2025-10-17T14:56:06.000+04:00,2025-10-17T17:13:10.000+04:00,2025-10-17T18:03:48.000+04:00,2025-10-17T18:45:17.000+04:00
