bib,name,status,category,sex,country,Cilaos,Sentier T,Marla,Merles,Sen. Scout,Aurère,Pass Oussy,Ilet  Oran,Pit Orange,Ilet Savan,Ratinaud,Possession,Chaloupe,Colorado,St Denis
5764,Sylvain BASCLE,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:51:56.000+04:00,2024-10-18T23:46:53.000+04:00,2024-10-19T01:32:26.000+04:00,2024-10-19T02:05:03.000+04:00,2024-10-19T03:57:53.000+04:00,2024-10-19T05:03:00.000+04:00,2024-10-19T06:56:27.000+04:00,2024-10-19T10:37:05.000+04:00,2024-10-19T14:08:18.000+04:00,2024-10-19T16:43:51.000+04:00,2024-10-19T19:21:42.000+04:00,2024-10-19T21:08:34.000+04:00,2024-10-19T23:32:46.000+04:00,2024-10-20T00:54:00.000+04:00
5316,Olivier SOUCAZE,FINISHER,M1 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:52:07.000+04:00,2024-10-18T23:55:47.000+04:00,2024-10-19T01:44:43.000+04:00,2024-10-19T02:20:29.000+04:00,2024-10-19T04:16:45.000+04:00,2024-10-19T05:20:16.000+04:00,2024-10-19T07:19:46.000+04:00,2024-10-19T10:39:37.000+04:00,2024-10-19T14:08:28.000+04:00,2024-10-19T16:43:54.000+04:00,2024-10-19T19:21:39.000+04:00,2024-10-19T21:08:34.000+04:00,2024-10-19T23:32:40.000+04:00,2024-10-20T00:54:01.000+04:00
6025,Marcel BILIN,FINISHER,M3 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:53:47.000+04:00,2024-10-18T23:31:25.000+04:00,2024-10-19T00:57:48.000+04:00,2024-10-19T01:46:42.000+04:00,2024-10-19T03:35:21.000+04:00,2024-10-19T05:48:12.000+04:00,2024-10-19T07:41:19.000+04:00,2024-10-19T10:21:21.000+04:00,2024-10-19T13:19:04.000+04:00,2024-10-19T16:51:35.000+04:00,2024-10-19T18:22:46.000+04:00,2024-10-19T20:28:23.000+04:00,2024-10-19T23:27:25.000+04:00,2024-10-20T00:54:59.000+04:00
6162,Marie VERMEERSCH,FINISHER,SE F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:46:11.000+04:00,2024-10-18T23:34:09.000+04:00,2024-10-19T01:16:33.000+04:00,2024-10-19T01:49:15.000+04:00,2024-10-19T03:49:52.000+04:00,2024-10-19T04:58:42.000+04:00,2024-10-19T06:53:50.000+04:00,2024-10-19T10:31:36.000+04:00,2024-10-19T13:29:57.000+04:00,2024-10-19T15:41:45.000+04:00,2024-10-19T17:45:26.000+04:00,2024-10-19T20:26:26.000+04:00,2024-10-19T23:15:10.000+04:00,2024-10-20T00:55:02.000+04:00
5905,Kévin LAVOGEZ,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:55:09.000+04:00,2024-10-18T23:46:35.000+04:00,2024-10-19T01:25:38.000+04:00,2024-10-19T02:02:26.000+04:00,2024-10-19T03:45:08.000+04:00,2024-10-19T04:36:36.000+04:00,2024-10-19T06:15:03.000+04:00,2024-10-19T09:15:01.000+04:00,2024-10-19T12:16:20.000+04:00,2024-10-19T15:01:37.000+04:00,2024-10-19T17:48:06.000+04:00,2024-10-19T19:46:27.000+04:00,2024-10-19T22:30:17.000+04:00,2024-10-20T00:55:39.000+04:00
5968,Lucie MUNTZ,FINISHER,SE F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:02:32.000+04:00,2024-10-19T00:20:23.000+04:00,2024-10-19T02:13:02.000+04:00,2024-10-19T02:37:15.000+04:00,2024-10-19T04:28:01.000+04:00,2024-10-19T05:27:27.000+04:00,2024-10-19T07:20:03.000+04:00,2024-10-19T10:33:14.000+04:00,2024-10-19T13:46:30.000+04:00,2024-10-19T16:36:15.000+04:00,2024-10-19T18:38:18.000+04:00,2024-10-19T20:53:49.000+04:00,2024-10-19T23:25:12.000+04:00,2024-10-20T00:56:34.000+04:00
5647,Daniel PRIANON,FINISHER,M5 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:57:06.000+04:00,2024-10-18T23:59:22.000+04:00,2024-10-19T01:46:37.000+04:00,2024-10-19T02:18:31.000+04:00,2024-10-19T04:15:41.000+04:00,2024-10-19T05:25:15.000+04:00,2024-10-19T07:27:44.000+04:00,2024-10-19T10:21:46.000+04:00,2024-10-19T13:38:28.000+04:00,2024-10-19T16:26:07.000+04:00,2024-10-19T18:32:51.000+04:00,2024-10-19T20:45:45.000+04:00,2024-10-19T23:26:45.000+04:00,2024-10-20T00:57:31.000+04:00
5876,Florian CRETTÉ,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:40:14.000+04:00,2024-10-18T23:18:41.000+04:00,2024-10-19T00:54:22.000+04:00,2024-10-19T01:24:45.000+04:00,2024-10-19T03:09:10.000+04:00,2024-10-19T04:09:47.000+04:00,2024-10-19T06:08:05.000+04:00,2024-10-19T09:23:52.000+04:00,2024-10-19T13:10:23.000+04:00,2024-10-19T15:42:29.000+04:00,2024-10-19T18:09:06.000+04:00,2024-10-19T20:18:37.000+04:00,2024-10-19T23:02:56.000+04:00,2024-10-20T00:57:31.000+04:00
5663,Anais TEZIER,FINISHER,M0 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:00:05.000+04:00,2024-10-19T00:13:48.000+04:00,2024-10-19T02:12:07.000+04:00,2024-10-19T02:48:56.000+04:00,2024-10-19T04:49:15.000+04:00,2024-10-19T05:56:42.000+04:00,2024-10-19T07:48:23.000+04:00,2024-10-19T11:07:48.000+04:00,2024-10-19T14:13:36.000+04:00,2024-10-19T16:40:04.000+04:00,2024-10-19T19:10:03.000+04:00,2024-10-19T20:51:45.000+04:00,2024-10-19T23:28:41.000+04:00,2024-10-20T00:58:00.000+04:00
6051,Marie Laure ANTRAYGUE,FINISHER,M3 F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:30.000+04:00,2024-10-18T23:33:14.000+04:00,2024-10-19T01:28:03.000+04:00,2024-10-19T02:00:37.000+04:00,2024-10-19T04:02:23.000+04:00,2024-10-19T05:14:22.000+04:00,2024-10-19T07:09:42.000+04:00,2024-10-19T10:42:42.000+04:00,2024-10-19T13:48:47.000+04:00,2024-10-19T15:47:31.000+04:00,2024-10-19T18:17:50.000+04:00,2024-10-19T20:34:24.000+04:00,2024-10-19T23:18:13.000+04:00,2024-10-20T00:58:11.000+04:00
6075,Elina ANTRAYGUE,FINISHER,SE F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:30.000+04:00,2024-10-18T23:33:13.000+04:00,2024-10-19T01:28:03.000+04:00,2024-10-19T02:01:00.000+04:00,2024-10-19T04:02:19.000+04:00,2024-10-19T05:14:20.000+04:00,2024-10-19T07:09:50.000+04:00,2024-10-19T10:42:40.000+04:00,2024-10-19T13:48:50.000+04:00,2024-10-19T15:47:31.000+04:00,2024-10-19T18:17:52.000+04:00,2024-10-19T20:33:10.000+04:00,2024-10-19T23:18:11.000+04:00,2024-10-20T00:58:11.000+04:00
5507,Florent PAYET,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:50:39.000+04:00,2024-10-18T23:51:07.000+04:00,2024-10-19T01:50:58.000+04:00,2024-10-19T02:32:21.000+04:00,2024-10-19T04:34:31.000+04:00,2024-10-19T05:44:05.000+04:00,2024-10-19T07:41:13.000+04:00,2024-10-19T10:53:37.000+04:00,2024-10-19T14:01:27.000+04:00,2024-10-19T16:10:12.000+04:00,2024-10-19T17:55:01.000+04:00,2024-10-19T20:18:24.000+04:00,2024-10-19T23:20:18.000+04:00,2024-10-20T00:58:16.000+04:00
5095,Tristan BONCOURRE,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:55:04.000+04:00,2024-10-18T23:58:21.000+04:00,2024-10-19T01:52:56.000+04:00,2024-10-19T02:27:29.000+04:00,2024-10-19T04:19:08.000+04:00,2024-10-19T05:17:46.000+04:00,2024-10-19T07:04:34.000+04:00,2024-10-19T09:50:12.000+04:00,2024-10-19T13:15:06.000+04:00,2024-10-19T16:10:49.000+04:00,2024-10-19T18:24:05.000+04:00,2024-10-19T20:22:31.000+04:00,2024-10-19T23:05:43.000+04:00,2024-10-20T00:58:18.000+04:00
6067,Aurélien GOBE,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:54.000+04:00,2024-10-18T23:22:44.000+04:00,2024-10-19T01:01:50.000+04:00,2024-10-19T01:28:17.000+04:00,2024-10-19T03:16:38.000+04:00,2024-10-19T04:12:30.000+04:00,2024-10-19T06:02:24.000+04:00,2024-10-19T09:32:30.000+04:00,2024-10-19T13:55:58.000+04:00,2024-10-19T15:56:25.000+04:00,2024-10-19T19:13:18.000+04:00,2024-10-19T21:18:49.000+04:00,2024-10-19T23:37:03.000+04:00,2024-10-20T00:58:20.000+04:00
6107,Virginie LAGOURGUE,FINISHER,M1 F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:52:10.000+04:00,2024-10-18T23:58:40.000+04:00,2024-10-19T02:00:21.000+04:00,2024-10-19T02:37:29.000+04:00,2024-10-19T04:35:10.000+04:00,2024-10-19T05:40:40.000+04:00,2024-10-19T07:13:41.000+04:00,2024-10-19T10:23:14.000+04:00,2024-10-19T13:22:21.000+04:00,2024-10-19T16:31:25.000+04:00,2024-10-19T18:32:29.000+04:00,2024-10-19T21:14:22.000+04:00,2024-10-19T23:24:48.000+04:00,2024-10-20T00:59:49.000+04:00
5708,François COLLET,FINISHER,M4 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:55:34.000+04:00,2024-10-18T23:58:17.000+04:00,2024-10-19T01:53:02.000+04:00,2024-10-19T02:26:25.000+04:00,2024-10-19T04:24:33.000+04:00,2024-10-19T05:28:39.000+04:00,2024-10-19T07:31:32.000+04:00,2024-10-19T10:31:13.000+04:00,2024-10-19T14:08:42.000+04:00,2024-10-19T16:22:49.000+04:00,2024-10-19T18:39:40.000+04:00,2024-10-19T20:46:27.000+04:00,2024-10-19T23:26:33.000+04:00,2024-10-20T00:59:52.000+04:00
5944,Pierre AILLAUD,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:50:34.000+04:00,2024-10-18T23:45:51.000+04:00,2024-10-19T01:32:19.000+04:00,2024-10-19T02:05:30.000+04:00,2024-10-19T03:52:04.000+04:00,2024-10-19T04:44:08.000+04:00,2024-10-19T06:39:02.000+04:00,2024-10-19T09:35:59.000+04:00,2024-10-19T12:21:31.000+04:00,2024-10-19T14:53:14.000+04:00,2024-10-19T17:18:03.000+04:00,2024-10-19T19:39:37.000+04:00,2024-10-19T22:56:32.000+04:00,2024-10-20T01:00:26.000+04:00
5380,Laurent DELAUNAY,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:44:36.000+04:00,2024-10-18T23:34:20.000+04:00,2024-10-19T01:22:15.000+04:00,2024-10-19T02:02:09.000+04:00,2024-10-19T03:57:43.000+04:00,2024-10-19T05:08:08.000+04:00,2024-10-19T07:08:56.000+04:00,2024-10-19T10:11:27.000+04:00,2024-10-19T13:33:43.000+04:00,2024-10-19T16:27:56.000+04:00,2024-10-19T18:27:30.000+04:00,2024-10-19T20:43:04.000+04:00,2024-10-19T23:17:58.000+04:00,2024-10-20T01:00:47.000+04:00
5381,Marie Helene TORINIERE,FINISHER,M5 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:02:28.000+04:00,2024-10-19T00:19:13.000+04:00,2024-10-19T02:19:47.000+04:00,2024-10-19T02:59:09.000+04:00,2024-10-19T04:57:19.000+04:00,2024-10-19T06:07:54.000+04:00,2024-10-19T08:08:06.000+04:00,2024-10-19T11:12:04.000+04:00,2024-10-19T14:11:29.000+04:00,2024-10-19T16:35:17.000+04:00,2024-10-19T18:26:40.000+04:00,2024-10-19T20:34:06.000+04:00,2024-10-19T23:26:47.000+04:00,2024-10-20T01:02:20.000+04:00
6170,Julien DORSEUIL,FINISHER,M0 H,MALE,RE,2024-10-18T20:59:55.000+04:00,2024-10-18T21:44:22.000+04:00,2024-10-18T23:26:51.000+04:00,2024-10-19T01:07:29.000+04:00,2024-10-19T01:38:14.000+04:00,2024-10-19T03:31:16.000+04:00,2024-10-19T04:53:52.000+04:00,2024-10-19T07:04:09.000+04:00,2024-10-19T10:36:40.000+04:00,2024-10-19T13:38:32.000+04:00,2024-10-19T16:04:11.000+04:00,2024-10-19T18:11:14.000+04:00,2024-10-19T21:04:50.000+04:00,2024-10-19T23:29:35.000+04:00,2024-10-20T01:02:22.000+04:00
6033,Alexandre CAVE,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:59:50.000+04:00,2024-10-19T00:12:49.000+04:00,2024-10-19T02:02:18.000+04:00,2024-10-19T02:26:19.000+04:00,2024-10-19T04:21:40.000+04:00,2024-10-19T05:21:16.000+04:00,2024-10-19T07:12:48.000+04:00,2024-10-19T10:29:29.000+04:00,2024-10-19T13:28:06.000+04:00,2024-10-19T15:50:23.000+04:00,2024-10-19T18:21:46.000+04:00,2024-10-19T20:16:52.000+04:00,2024-10-19T23:19:59.000+04:00,2024-10-20T01:02:59.000+04:00
6056,Arnaud FRANCAIS,FINISHER,M2 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:59:10.000+04:00,2024-10-19T00:13:35.000+04:00,2024-10-19T02:18:27.000+04:00,2024-10-19T02:59:33.000+04:00,2024-10-19T05:03:15.000+04:00,2024-10-19T06:03:09.000+04:00,2024-10-19T07:49:45.000+04:00,2024-10-19T10:43:32.000+04:00,2024-10-19T14:07:44.000+04:00,2024-10-19T16:01:09.000+04:00,2024-10-19T18:34:00.000+04:00,2024-10-19T20:33:17.000+04:00,2024-10-19T23:03:04.000+04:00,2024-10-20T01:03:03.000+04:00
6190,Franco PUYLAURENT,FINISHER,M2 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:56:47.000+04:00,2024-10-19T00:21:37.000+04:00,2024-10-19T02:11:34.000+04:00,2024-10-19T02:48:31.000+04:00,2024-10-19T04:32:37.000+04:00,2024-10-19T05:29:57.000+04:00,2024-10-19T07:20:58.000+04:00,2024-10-19T10:31:24.000+04:00,2024-10-19T14:05:30.000+04:00,2024-10-19T17:00:23.000+04:00,2024-10-19T18:40:57.000+04:00,2024-10-19T20:42:28.000+04:00,2024-10-19T23:46:55.000+04:00,2024-10-20T01:03:10.000+04:00
6217,Sandrine FONTAINE,FINISHER,M0 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:58:10.000+04:00,2024-10-19T00:00:15.000+04:00,2024-10-19T01:47:37.000+04:00,2024-10-19T02:22:11.000+04:00,2024-10-19T04:24:45.000+04:00,2024-10-19T05:25:23.000+04:00,2024-10-19T07:19:50.000+04:00,2024-10-19T10:54:24.000+04:00,2024-10-19T14:07:46.000+04:00,2024-10-19T16:26:20.000+04:00,2024-10-19T18:28:34.000+04:00,2024-10-19T21:02:05.000+04:00,2024-10-19T23:42:23.000+04:00,2024-10-20T01:04:44.000+04:00
6044,Romain BOUQUET,FINISHER,M1 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:40:41.000+04:00,2024-10-18T23:17:19.000+04:00,2024-10-19T00:50:33.000+04:00,2024-10-19T01:19:26.000+04:00,2024-10-19T03:10:31.000+04:00,2024-10-19T04:18:26.000+04:00,2024-10-19T06:09:09.000+04:00,2024-10-19T08:55:20.000+04:00,2024-10-19T11:49:05.000+04:00,2024-10-19T14:17:07.000+04:00,2024-10-19T16:12:18.000+04:00,2024-10-19T18:13:57.000+04:00,2024-10-19T23:01:26.000+04:00,2024-10-20T01:05:01.000+04:00
5167,Vincent SIMON,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:49:55.000+04:00,2024-10-18T23:38:56.000+04:00,2024-10-19T01:20:09.000+04:00,2024-10-19T01:47:50.000+04:00,2024-10-19T03:28:01.000+04:00,2024-10-19T04:32:56.000+04:00,2024-10-19T06:43:18.000+04:00,2024-10-19T10:00:51.000+04:00,2024-10-19T13:10:54.000+04:00,2024-10-19T16:01:59.000+04:00,2024-10-19T18:18:41.000+04:00,2024-10-19T20:37:50.000+04:00,2024-10-20T00:06:20.000+04:00,2024-10-20T01:14:08.000+04:00
5188,Mathieu VINCENT,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:48:57.000+04:00,2024-10-18T23:41:14.000+04:00,2024-10-19T01:37:44.000+04:00,2024-10-19T02:07:32.000+04:00,2024-10-19T03:59:36.000+04:00,2024-10-19T05:03:54.000+04:00,2024-10-19T06:53:08.000+04:00,2024-10-19T09:40:12.000+04:00,2024-10-19T12:19:29.000+04:00,2024-10-19T14:57:43.000+04:00,2024-10-19T16:52:57.000+04:00,2024-10-19T19:31:08.000+04:00,2024-10-19T23:08:14.000+04:00,2024-10-20T01:15:47.000+04:00
5682,Louise NOBLOT,FINISHER,SE F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:56:11.000+04:00,2024-10-18T23:55:41.000+04:00,2024-10-19T01:37:50.000+04:00,2024-10-19T02:04:46.000+04:00,2024-10-19T03:56:08.000+04:00,2024-10-19T04:53:17.000+04:00,2024-10-19T06:44:52.000+04:00,2024-10-19T09:49:45.000+04:00,2024-10-19T13:02:34.000+04:00,2024-10-19T15:24:43.000+04:00,2024-10-19T18:08:19.000+04:00,2024-10-19T19:58:19.000+04:00,2024-10-19T23:00:57.000+04:00,2024-10-20T01:16:20.000+04:00
5568,Marie Anise PAUSE,FINISHER,M4 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:02:26.000+04:00,2024-10-19T00:19:19.000+04:00,2024-10-19T02:19:40.000+04:00,2024-10-19T02:59:11.000+04:00,2024-10-19T04:57:26.000+04:00,2024-10-19T06:08:00.000+04:00,2024-10-19T08:08:03.000+04:00,2024-10-19T11:12:02.000+04:00,2024-10-19T14:11:53.000+04:00,2024-10-19T16:35:21.000+04:00,2024-10-19T18:34:15.000+04:00,2024-10-19T20:44:05.000+04:00,2024-10-19T23:26:52.000+04:00,2024-10-20T01:17:53.000+04:00
6029,Mickael PHALARIS,FINISHER,M0 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:55:49.000+04:00,2024-10-18T23:57:58.000+04:00,2024-10-19T01:52:51.000+04:00,2024-10-19T02:22:16.000+04:00,2024-10-19T04:18:51.000+04:00,2024-10-19T05:38:16.000+04:00,2024-10-19T07:37:01.000+04:00,2024-10-19T10:29:56.000+04:00,2024-10-19T13:59:39.000+04:00,2024-10-19T16:31:11.000+04:00,2024-10-19T18:27:02.000+04:00,2024-10-19T21:08:23.000+04:00,2024-10-19T23:53:26.000+04:00,2024-10-20T01:19:05.000+04:00
5753,Guillaume GRONDIN,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:01:07.000+04:00,2024-10-19T00:04:32.000+04:00,2024-10-19T02:00:59.000+04:00,2024-10-19T02:36:23.000+04:00,2024-10-19T04:36:31.000+04:00,2024-10-19T05:43:13.000+04:00,2024-10-19T07:31:26.000+04:00,2024-10-19T10:51:30.000+04:00,2024-10-19T13:42:52.000+04:00,2024-10-19T15:54:54.000+04:00,2024-10-19T17:57:29.000+04:00,2024-10-19T20:48:08.000+04:00,2024-10-19T23:20:47.000+04:00,2024-10-20T01:19:26.000+04:00
6050,Jean François ARAGOT,FINISHER,M2 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:09.000+04:00,2024-10-18T23:17:57.000+04:00,2024-10-19T00:52:40.000+04:00,2024-10-19T01:20:04.000+04:00,2024-10-19T03:12:19.000+04:00,2024-10-19T04:14:44.000+04:00,2024-10-19T06:11:23.000+04:00,2024-10-19T09:53:08.000+04:00,2024-10-19T13:22:11.000+04:00,2024-10-19T16:04:17.000+04:00,2024-10-19T19:24:23.000+04:00,2024-10-19T21:13:22.000+04:00,2024-10-19T23:43:35.000+04:00,2024-10-20T01:19:52.000+04:00
5573,Viviane ECORMIER,FINISHER,M5 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:04:22.000+04:00,2024-10-19T00:23:41.000+04:00,2024-10-19T02:29:55.000+04:00,2024-10-19T03:03:01.000+04:00,2024-10-19T05:15:20.000+04:00,2024-10-19T06:16:49.000+04:00,2024-10-19T08:18:52.000+04:00,2024-10-19T11:28:11.000+04:00,2024-10-19T15:17:25.000+04:00,2024-10-19T17:19:02.000+04:00,2024-10-19T19:23:46.000+04:00,2024-10-19T21:19:49.000+04:00,2024-10-19T23:50:34.000+04:00,2024-10-20T01:20:14.000+04:00
5387,Vincent MARTIN,FINISHER,M1 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:49:44.000+04:00,2024-10-18T23:36:49.000+04:00,2024-10-19T01:20:19.000+04:00,2024-10-19T01:48:30.000+04:00,2024-10-19T03:38:02.000+04:00,2024-10-19T04:28:30.000+04:00,2024-10-19T06:18:32.000+04:00,2024-10-19T09:04:21.000+04:00,2024-10-19T13:07:32.000+04:00,2024-10-19T16:10:22.000+04:00,2024-10-19T18:09:51.000+04:00,2024-10-19T20:13:51.000+04:00,2024-10-19T23:20:36.000+04:00,2024-10-20T01:20:31.000+04:00
5898,Alexandre Gino BOYER,FINISHER,M3 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:46:37.000+04:00,2024-10-18T23:36:15.000+04:00,2024-10-19T01:22:48.000+04:00,2024-10-19T01:55:51.000+04:00,2024-10-19T03:50:25.000+04:00,2024-10-19T04:52:52.000+04:00,2024-10-19T06:57:33.000+04:00,2024-10-19T10:08:21.000+04:00,2024-10-19T14:07:11.000+04:00,2024-10-19T16:57:01.000+04:00,2024-10-19T18:54:53.000+04:00,2024-10-19T21:05:59.000+04:00,2024-10-19T23:43:28.000+04:00,2024-10-20T01:22:12.000+04:00
5080,Stéphane SAUTET,FINISHER,M3 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:48:18.000+04:00,2024-10-18T23:38:35.000+04:00,2024-10-19T01:25:53.000+04:00,2024-10-19T01:57:26.000+04:00,2024-10-19T03:57:24.000+04:00,2024-10-19T04:59:32.000+04:00,2024-10-19T06:54:42.000+04:00,2024-10-19T10:02:03.000+04:00,2024-10-19T13:18:50.000+04:00,2024-10-19T15:49:50.000+04:00,2024-10-19T18:05:30.000+04:00,2024-10-19T20:46:01.000+04:00,2024-10-19T23:53:22.000+04:00,2024-10-20T01:22:12.000+04:00
5957,Alexander MILLER,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:02:54.000+04:00,2024-10-19T00:16:48.000+04:00,2024-10-19T01:52:40.000+04:00,2024-10-19T02:18:47.000+04:00,2024-10-19T03:52:20.000+04:00,2024-10-19T05:20:12.000+04:00,2024-10-19T07:00:19.000+04:00,2024-10-19T10:10:24.000+04:00,2024-10-19T12:54:25.000+04:00,2024-10-19T16:27:40.000+04:00,2024-10-19T18:20:38.000+04:00,2024-10-19T21:13:28.000+04:00,2024-10-19T23:59:46.000+04:00,2024-10-20T01:23:41.000+04:00
5304,Jean Daniel LASKY,FINISHER,M4 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:03:59.000+04:00,2024-10-19T00:24:00.000+04:00,2024-10-19T02:28:35.000+04:00,2024-10-19T03:08:20.000+04:00,2024-10-19T05:21:12.000+04:00,2024-10-19T06:21:28.000+04:00,2024-10-19T08:19:59.000+04:00,2024-10-19T11:45:52.000+04:00,2024-10-19T15:14:02.000+04:00,2024-10-19T17:47:32.000+04:00,2024-10-19T19:39:12.000+04:00,2024-10-19T21:42:45.000+04:00,2024-10-20T00:14:55.000+04:00,2024-10-20T01:24:13.000+04:00
6118,Laure HALLAIS,FINISHER,M2 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:00:08.000+04:00,2024-10-19T00:12:13.000+04:00,2024-10-19T02:10:23.000+04:00,2024-10-19T02:48:23.000+04:00,2024-10-19T04:59:04.000+04:00,2024-10-19T06:08:13.000+04:00,2024-10-19T08:01:27.000+04:00,2024-10-19T10:51:43.000+04:00,2024-10-19T14:07:58.000+04:00,2024-10-19T16:25:13.000+04:00,2024-10-19T18:32:09.000+04:00,2024-10-19T21:09:43.000+04:00,2024-10-19T23:27:33.000+04:00,2024-10-20T01:26:04.000+04:00
5021,Thierry CASTAGNET,FINISHER,M3 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:44:07.000+04:00,2024-10-18T23:33:16.000+04:00,2024-10-19T01:21:18.000+04:00,2024-10-19T01:51:34.000+04:00,2024-10-19T03:52:00.000+04:00,2024-10-19T05:06:56.000+04:00,2024-10-19T06:55:32.000+04:00,2024-10-19T10:07:05.000+04:00,2024-10-19T13:02:19.000+04:00,2024-10-19T15:32:33.000+04:00,2024-10-19T17:51:37.000+04:00,2024-10-19T20:02:42.000+04:00,2024-10-19T23:54:36.000+04:00,2024-10-20T01:29:46.000+04:00
5368,Raphael FOLIO,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:48:20.000+04:00,2024-10-18T23:35:49.000+04:00,2024-10-19T01:23:22.000+04:00,2024-10-19T02:04:18.000+04:00,2024-10-19T03:58:21.000+04:00,2024-10-19T05:30:25.000+04:00,2024-10-19T07:24:31.000+04:00,2024-10-19T10:37:36.000+04:00,2024-10-19T14:23:07.000+04:00,2024-10-19T17:03:34.000+04:00,2024-10-19T19:05:01.000+04:00,2024-10-19T21:37:06.000+04:00,2024-10-20T00:19:29.000+04:00,2024-10-20T01:30:12.000+04:00
5760,Arnaud PETON,FINISHER,M2 H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:54:34.000+04:00,2024-10-18T23:45:32.000+04:00,2024-10-19T01:27:32.000+04:00,2024-10-19T02:03:50.000+04:00,2024-10-19T03:58:24.000+04:00,2024-10-19T05:04:58.000+04:00,2024-10-19T06:55:49.000+04:00,2024-10-19T10:32:52.000+04:00,2024-10-19T14:31:42.000+04:00,2024-10-19T17:00:46.000+04:00,2024-10-19T19:06:45.000+04:00,2024-10-19T21:36:39.000+04:00,2024-10-20T00:02:56.000+04:00,2024-10-20T01:31:17.000+04:00
5274,Bernadette DUMONT,FINISHER,M3 F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:00:04.000+04:00,2024-10-19T00:03:08.000+04:00,2024-10-19T01:44:43.000+04:00,2024-10-19T02:10:40.000+04:00,2024-10-19T04:06:45.000+04:00,2024-10-19T05:12:16.000+04:00,2024-10-19T07:04:38.000+04:00,2024-10-19T10:20:59.000+04:00,2024-10-19T13:20:14.000+04:00,2024-10-19T15:35:19.000+04:00,2024-10-19T18:13:19.000+04:00,2024-10-19T20:57:50.000+04:00,2024-10-19T23:58:53.000+04:00,2024-10-20T01:31:39.000+04:00
